560.0
4/4
FullName,CommonName,Len,Offset
Chord {E-flat in octave 4 | E in octave 4 | G-sharp in octave 4} Eighth,E-4-incomplete major-seventh chord,0.5,16.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,572/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,191.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,578/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,584/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,590/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,596/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,608/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,614/3
Chord {B in octave 1 | D in octave 3} Eighth,B1-interval class 3,0.5,206.0
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,923/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,311.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,941/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,316.5
Chord {B in octave 1 | G in octave 3} Eighth,G3-interval class 4,0.5,318.5
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,319.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,962/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,965/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,968/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,974/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,977/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,980/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,327.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,986/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,992/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,998/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1001/3
Chord {B in octave 1 | D in octave 3} Eighth,B1-interval class 3,0.5,334.0
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,335.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1010/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1016/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1022/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1025/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1028/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,343.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1034/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1040/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1046/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1052/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,351.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1058/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1064/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1067/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1070/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1076/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,359.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1082/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1088/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1499/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,503.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1517/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,508.5
Chord {B in octave 1 | G in octave 3} Eighth,G3-interval class 4,0.5,510.5
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,511.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1538/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1541/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1544/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1550/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1553/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1556/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,519.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1562/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1568/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1574/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1577/3
Chord {B in octave 1 | D in octave 3} Eighth,B1-interval class 3,0.5,526.0
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,527.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1586/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1592/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1598/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1601/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1604/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,535.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1610/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1616/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1622/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1628/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,543.5
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1634/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1640/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1643/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1646/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1652/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,551.5
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1658/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1664/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1670/3
Chord {B in octave 1 | D in octave 3} Eighth,B1-interval class 3,0.5,558.0
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,434/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,437/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,440/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,443/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,449/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,452/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,455/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,458/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,461/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,464/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,467/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,470/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,476/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,479/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,485/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,491/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,497/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,167.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,509/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,515/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,521/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,524/3
Chord {B in octave 1 | C-sharp in octave 3} Eighth,C#3-interval class 2,0.5,175.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,533/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,539/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,545/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,551/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,557/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,563/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,569/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,575/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,581/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,587/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,593/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,199.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,605/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,611/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,617/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,620/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,914/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,917/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,920/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,926/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,929/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,932/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,935/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,938/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,944/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,947/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,950/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,956/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,959/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,971/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,327.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,989/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,995/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1004/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1007/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1013/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1019/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1031/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1037/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1043/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1049/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1055/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1061/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1073/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1079/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1085/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1091/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1490/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1493/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1496/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1502/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1505/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1508/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1511/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1514/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1520/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1523/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1526/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1532/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1535/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1547/3
Chord {B in octave 1 | A in octave 3} Eighth,B1-interval class 2,0.5,519.5
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1565/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1571/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1580/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1583/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1589/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1595/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1607/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1613/3
Chord {B-flat in octave 5 | F-sharp in octave 3} 16th,B-5-interval class 4,0.25,1619/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1625/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1631/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1637/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1649/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1655/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1661/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1667/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1673/3
Chord {F-sharp in octave 3 | B-flat in octave 5} 16th,B-5-interval class 4,0.25,1676/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,473/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,503/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,527/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,599/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,623/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,953/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,983/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1529/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1559/3
Chord {F-sharp in octave 3 | B-flat in octave 5} Zero,B-5-interval class 4,0.0,1679/3
Chord {E in octave 6 | C-sharp in octave 6} Eighth,C#6-interval class 3,0.5,127.0
Chord {F-sharp in octave 6 | E-flat in octave 6} Dotted Quarter,F#6-interval class 3,1.5,127.5
Chord {G-sharp in octave 6 | E in octave 6} Eighth,E6-interval class 4,0.5,129.0
Chord {E in octave 6 | C-sharp in octave 6} Eighth,C#6-interval class 3,0.5,129.5
Chord {G-sharp in octave 4 | E in octave 4} Eighth,E4-interval class 4,0.5,173.5
Chord {C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-interval class 5,0.5,174.0
Chord {E in octave 5 | C-sharp in octave 5} Eighth,C#5-interval class 3,0.5,174.5
Chord {F-sharp in octave 5 | E-flat in octave 5} Eighth,F#5-interval class 3,0.5,175.0
Chord {E in octave 5 | G-sharp in octave 5 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,175.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,176.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,177.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,178.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-minor triad,0.5,179.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,180.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,180.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,181.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,182.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,183.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,184.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,185.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,186.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,187.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Dotted Quarter,E-5-major triad,1.5,188.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,189.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,190.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,191.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,192.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,193.0
Chord {C-sharp in octave 5 | A in octave 4 | E in octave 5} Eighth,A4-major triad,0.5,194.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,195.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,196.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,196.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,197.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,198.5
Chord {E-flat in octave 4 | C-sharp in octave 4 | G-sharp in octave 4} Half tied to Eighth (2 1/2 total QL),C#4-quartal trichord,2.5,199.5
Chord {C-sharp in octave 4 | C-sharp in octave 5} Eighth,C#4-unison,0.5,241.0
Chord {E-flat in octave 5 | E-flat in octave 4} Eighth,E-5-unison,0.5,241.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,242.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Dotted Quarter,F#5-unison,1.5,243.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,245.0
Chord {E-flat in octave 4 | E-flat in octave 5} Eighth,E-4-unison,0.5,245.5
Chord {C-sharp in octave 5 | C-sharp in octave 4} Eighth,C#5-unison,0.5,246.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Dotted Quarter,G#5-unison,1.5,247.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,249.0
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,249.5
Chord {E in octave 4 | E in octave 5} Eighth,E4-unison,0.5,250.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Quarter,F#5-unison,1.0,251.5
Chord {G-sharp in octave 4 | G-sharp in octave 5} Eighth,G#4-unison,0.5,252.5
Chord {C-sharp in octave 5 | C-sharp in octave 4} Eighth,C#5-unison,0.5,257.0
Chord {E-flat in octave 5 | E-flat in octave 4} Eighth,E-5-unison,0.5,257.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,258.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Dotted Quarter,F#5-unison,1.5,259.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,261.0
Chord {E-flat in octave 5 | E-flat in octave 4} Eighth,E-5-unison,0.5,261.5
Chord {C-sharp in octave 4 | C-sharp in octave 5} Eighth,C#4-unison,0.5,262.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Dotted Quarter,G#5-unison,1.5,263.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,265.0
Chord {F-sharp in octave 4 | F-sharp in octave 5} Eighth,F#4-unison,0.5,265.5
Chord {E in octave 4 | E in octave 5} Eighth,E4-unison,0.5,266.5
Chord {F-sharp in octave 4 | F-sharp in octave 5} Quarter,F#4-unison,1.0,267.5
Chord {G-sharp in octave 4 | G-sharp in octave 5} Eighth,G#4-unison,0.5,268.5
Chord {G-sharp in octave 4 | G-sharp in octave 5} Eighth,G#4-unison,0.5,270.5
Chord {B in octave 4 | B in octave 5} Eighth,B4-unison,0.5,271.0
Chord {C-sharp in octave 5 | C-sharp in octave 6} Dotted Quarter,C#5-unison,1.5,271.5
Chord {E-flat in octave 5 | E-flat in octave 6} Eighth,E-5-unison,0.5,273.0
Chord {B in octave 4 | B in octave 5} Eighth,B4-unison,0.5,273.5
Chord {G-sharp in octave 4 | G-sharp in octave 5} Eighth,G#4-unison,0.5,275.5
Chord {B in octave 4 | B in octave 5} Eighth,B4-unison,0.5,276.0
Chord {C-sharp in octave 5 | C-sharp in octave 6} Eighth,C#5-unison,0.5,276.5
Chord {G-sharp in octave 4 | G-sharp in octave 5} Eighth,G#4-unison,0.5,277.0
Chord {E in octave 4 | E in octave 5} Eighth,E4-unison,0.5,278.5
Chord {F-sharp in octave 4 | F-sharp in octave 5} Eighth,F#4-unison,0.5,279.0
Chord {G-sharp in octave 4 | G-sharp in octave 5} Dotted Quarter,G#4-unison,1.5,279.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,281.0
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,281.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,282.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Quarter,F#5-unison,1.0,283.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Eighth,G#5-unison,0.5,284.5
Chord {C-sharp in octave 6 | C-sharp in octave 5} Eighth,C#6-unison,0.5,286.5
Chord {E in octave 6 | C-sharp in octave 6 | E in octave 5 | C-sharp in octave 5} Eighth,C#6-interval class 3,0.5,287.0
Chord {F-sharp in octave 6 | E-flat in octave 6 | F-sharp in octave 5 | E-flat in octave 5} Dotted Quarter,F#6-interval class 3,1.5,287.5
Chord {G-sharp in octave 6 | E in octave 6 | G-sharp in octave 5 | E in octave 5} Eighth,E6-interval class 4,0.5,289.0
Chord {E in octave 6 | C-sharp in octave 6 | C-sharp in octave 5 | E in octave 5} Eighth,C#6-interval class 3,0.5,289.5
Chord {B in octave 5 | B in octave 4} Eighth,B5-unison,0.5,291.5
Chord {E-flat in octave 6 | E-flat in octave 5} Eighth,E-6-unison,0.5,292.0
Chord {E in octave 6 | E in octave 5} Eighth,E6-unison,0.5,292.5
